,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,0.955061572186598,1.394695542712361,1.1809722870213175,-1.596499398287201,2.4237598446123543,DVN
SARIMA,SARIMA,1.6830840805603215,3.182472939256527,1.7839486930000332,-4.9247977919071015,4.3050122983260035,DVN
Prophet,Prophet,1.8788076780401424,4.266099511712983,2.0654538270590757,-6.942181268934164,4.813083624249286,DVN
