,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,5.250448838564366,51.49717222684057,7.176153024207369,-0.2128363574580696,5.410085892562556,SWK
SARIMA,SARIMA,5.485305548495908,53.82353388277311,7.336452404450881,-0.2676256958800496,5.684923848270965,SWK
Prophet,Prophet,17.712345646020296,381.63173066750755,19.535396864858097,-7.988004934996329,19.83254149210175,SWK
