,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,3.1058536007104327,14.911325785861274,3.8615185854610714,-1.095368865467603,4.101028414081476,CTSH
SARIMA,SARIMA,3.3829971761454596,16.94343557343966,4.116240465939722,-1.3809249348106212,4.461517268017514,CTSH
Prophet,Prophet,8.619504898021008,79.02796781955378,8.889767590862755,-10.105165673952447,11.178869237478475,CTSH
