,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,6.338550449313896,63.37864086766884,7.961070334299833,-1.7317821784881562,5.929602015172294,PCAR
SARIMA,SARIMA,8.046949192229581,81.39877716273344,9.022127086376774,-2.5084963287263813,7.444513454376149,PCAR
Prophet,Prophet,16.19319844370567,275.9394156011919,16.611424249629888,-10.893697428060653,14.768038399018568,PCAR
