,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,1.6180631269540122,3.113732282981878,1.7645770833210654,-5.197371922233475,5.3117257767665205,HRL
SARIMA,SARIMA,1.337954860519708,2.1505731743567136,1.4664832676702158,-3.2803621494084565,4.390297873875913,HRL
Prophet,Prophet,1.7070559223021387,3.732235811664652,1.9318995345681544,-6.428401456599921,5.601670014556877,HRL
