,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,1.6162904575270505,3.734925703303912,1.932595587106602,-2.3272361398104975,19.954899006381325,WBD
SARIMA,SARIMA,1.591799187950248,3.6951310775887207,1.922272373413487,-2.2917853364028984,19.699862529491334,WBD
Prophet,Prophet,2.2891568543961887,6.673947458491053,2.583398432005999,-4.945446025725391,27.745237404337214,WBD
