,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,12.08153709630953,210.34798008536276,14.503378230100832,-2.0259583003960775,5.942035233876677,FI
SARIMA,SARIMA,19.781891927791353,411.8552219663653,20.2942164659384,-4.924738269247179,9.554139293014822,FI
Prophet,Prophet,28.92326674445364,852.0579218934929,29.1900312074772,-11.257268836741543,13.923544104121726,FI
