,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,3.7794112584602315,23.181439280201094,4.814710716149112,-1.3595520906088372,4.689217880665313,PYPL
SARIMA,SARIMA,4.663498749189443,29.59154043398497,5.439810698359362,-2.0120123367395797,5.737024422068217,PYPL
Prophet,Prophet,17.47531443489097,314.51209741323936,17.734488924500738,-31.013011271780776,21.09021047642347,PYPL
