,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,0.8406114156858425,1.0168023088209133,1.0083661581096983,-0.13973640768929285,4.128054509665921,HPE
SARIMA,SARIMA,0.8372523661349942,1.0859987350457798,1.0421126306910304,-0.21729886556954625,4.147191189302545,HPE
Prophet,Prophet,1.742227193561514,3.52518412913597,1.877547370676961,-2.9513882501346473,8.490394075706252,HPE
