,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,3.8636747350039475,37.624639918842625,6.1338927214977135,-0.1487351813150084,1.5184914791296265,LHX
SARIMA,SARIMA,4.81823896125147,34.03419206650327,5.833883103602889,-0.03911356703362978,1.921173433863788,LHX
Prophet,Prophet,24.954926921532962,663.813199036937,25.764572556845128,-19.26718600363547,10.073115214298808,LHX
