,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,10.83415750105035,158.5060126248007,12.589917101585725,-0.16487621848761336,5.634202660614504,CRL
SARIMA,SARIMA,11.532731955016178,179.44348199417442,13.395651607673829,-0.31874773250663546,5.930124064267299,CRL
Prophet,Prophet,29.485165075789425,1017.6711119616847,31.900957853357394,-6.478964721496807,15.474730876329371,CRL
