,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,14.72560378503979,334.58672065957967,18.291711802332216,-1.8008161261539177,6.493778498189105,JPM
SARIMA,SARIMA,18.713479879775182,430.0620514565491,20.7379374928306,-2.6000374629089498,8.155061073138638,JPM
Prophet,Prophet,33.708543806887626,1161.0596973194604,34.07432607285814,-8.719198410711416,14.420432161128135,JPM
