,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,5.858958118987742,68.23234989883804,8.260287519138668,-0.14521262886421216,3.9837516583981514,MHK
SARIMA,SARIMA,6.223904192960833,70.4927554320238,8.39599639304495,-0.18315130409373048,4.268240828851411,MHK
Prophet,Prophet,26.2109210929826,781.6125951758773,27.95733526600626,-12.118595742369253,18.84787204135529,MHK
