,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,12.044684814217195,248.3362736130974,15.758688829122091,-1.386056558676501,10.793577886768437,EMR
SARIMA,SARIMA,14.185601949206164,283.6868154783644,16.84300494206317,-1.7257104926072389,12.502493818110025,EMR
Prophet,Prophet,20.607522050122306,458.2140162259964,21.405934135795064,-3.40259710265652,17.594281347632695,EMR
