MAE,MSE,RMSE,R2,Symbol
8.306072172565443,88.87310729375444,9.42725343319858,-3.469048537920334,AAPL
10.802795306494366,140.14567379237204,11.838313806973188,-6.047326661905459,AAPL
8.615085167681862,100.78384282438256,10.039115639556234,-4.067988496582611,AAPL
11.04723790230125,163.09690520138932,12.770939871496902,-0.022738163551055,ABBV
11.232194767643916,169.55780559367636,13.021436387498746,-0.0632527851739164,ABBV
15.660396584049211,420.8019631342056,20.51345809789772,-1.6387393829646388,ABBV
2.40812298521611,10.629790456207434,3.2603359422316336,-0.0023330234639813,ABNB
2.4594168383224257,10.776179947419909,3.282709238939676,-0.0161367782919672,ABNB
25.596217586707475,674.6793063014173,25.974589627199453,-62.61869048498245,ABNB
2.2800474196441387,7.488654911362477,2.736540683301178,-1.9928026930873115,ABT
2.905763076190252,10.762390863128497,3.280608306873665,-3.3011345482561483,ABT
10.321968321744036,111.39271086027532,10.554274530268543,-43.517528047273046,ABT
3.376867101437908,19.412463910931653,4.4059577745289,-0.6423566737341242,ACGL
4.669084260647325,31.129117553737405,5.579347412891351,-1.6336231297792576,ACGL
9.453736398185873,98.22342383170452,9.910773119777517,-7.310016512441429,ACGL
6.856001513589082,83.08869110661368,9.115299836352817,-0.1277084871577525,ACN
8.981114901883684,115.47504492237108,10.7459315520978,-0.567267295699585,ACN
26.11868002034664,808.2356243599619,28.429485123019056,-9.969653764848202,ACN
19.42834433105486,495.86485744791065,22.26802320476406,-1.0519795085061192,ADBE
22.70862832394133,634.0598867074036,25.180545798441376,-1.623855825124648,ADBE
25.68685037525009,828.2014386871012,28.778489166165432,-2.4272490892939347,ADBE
6.931261897360559,64.74875307074927,8.04666098892884,-0.2019793375021563,ADI
7.461485314355816,72.41253864951712,8.509555725742509,-0.3442478982983861,ADI
23.70696963800189,657.9254165589065,25.65005685293712,-11.213559625730618,ADI
1.5659957034947602,3.4095321130919887,1.8464918394328167,-0.2623943297493121,ADM
1.190986334606443,2.0526637932693577,1.4327120412941876,0.2399921609317191,ADM
1.8074326935036704,6.854154461468854,2.618044014425436,-1.5377809741576072,ADM
9.288971078084336,140.94169025243494,11.871886549846868,-1.4369675969201872,ADP
13.481486344033106,223.02593631032727,14.934052909720364,-2.856254165021008,ADP
24.781599103697584,638.7887567628804,25.27427064749605,-10.045046350160234,ADP
10.683279113001417,188.4145968866795,13.726419667439847,-0.3692497302269768,ADSK
9.081476843608732,109.33821892555385,10.456491712116154,0.2054154548473999,ADSK
49.23583408214117,2528.543600105347,50.28462588212572,-17.375474615662146,ADSK
4.3729832110098,26.866624555928464,5.1833024758283655,-2.3113418931707206,AEE
6.044747684036223,41.06144846404606,6.407920759813284,-4.060870010306638,AEE
4.370485129684389,27.105980776355388,5.206340439920865,-2.340842818321952,AEE
2.6541329316392317,10.760329553085995,3.2802941260024223,-1.8875936199761632,AEP
3.827184600329567,19.28655420431269,4.3916459561664,-4.175652901423055,AEP
3.8411508938693055,19.1942314644005,4.381122169536076,-4.150877586370301,AEP
1.7298920432432603,5.268410350830859,2.2953017995093496,-1.202367809027736,AES
3.617646287850839,13.615290920324805,3.689890366979052,-4.6916368385659295,AES
3.374654081582501,13.9465341121432,3.7345058725543865,-4.8301073247355175,AES
3.969540707548117,23.8580629433643,4.884471613528356,-1.9195747925027449,AFL
5.814324796234956,41.33980690079391,6.429603945873642,-4.058862424875026,AFL
2.463218830310162,9.524554638338095,3.0861877192319485,-0.1655451533478837,AFL
0.8185342002849869,0.996880355654217,0.998438959403236,-0.2826051146300543,AIG
1.2723856643454587,2.162726510930404,1.4706211309954729,-1.782604821864426,AIG
1.8042783765228656,4.034427003662425,2.008588311143532,-4.190770065985642,AIG
19.493312236101136,561.9621000434631,23.70573981219449,-2.004901428114382,AIZ
21.957704878811377,626.4468215274635,25.028919703564185,-2.34971157040662,AIZ
16.277924180841396,403.4684213894199,20.08652337736473,-1.1574103227572738,AIZ
19.35433746330697,453.0896350260861,21.285902260089568,-4.166800777177053,AJG
23.117169384132588,595.0307759582283,24.393252672782864,-5.785424423774853,AJG
17.47268828536952,451.93059353689927,21.258659260096795,-4.1535836651440965,AJG
6.349319195512266,52.55039743844731,7.249165292531776,-0.156932088798205,AKAM
6.527445955342303,56.5786444355555,7.521877720061362,-0.2456166361989789,AKAM
5.026979717368371,31.35878133465702,5.599891189537259,0.3096154898891879,AKAM
6.809608216016272,69.83052343814246,8.35646596583403,-1.194699137079831,ALB
6.763653084928142,58.8346294724737,7.670373489763957,-0.8491098759703699,ALB
42.67704244117113,1920.0277713881544,43.81812149542875,-59.34443228493986,ALB
13.444306177952864,233.2914216985338,15.273880374630862,-2.5412844105287635,ALGN
11.150173868292107,178.2452189477449,13.35085086980395,-1.705701780696475,ALGN
86.82366946668675,8388.69906247254,91.5898414807698,-126.33759774904728,ALGN
2.6161812814116367,18.520217460283344,4.303512223786909,-0.1839356029570076,ALLE
3.081186716330699,20.0476086627711,4.477455601429354,-0.2815766176020324,ALLE
15.521654543683384,274.25194591245906,16.560553913213745,-16.532010282401526,ALLE
