,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,1.47077491603119,2.69298482209244,1.6410316334831696,-4.068095463099104,7.035232712451552,BEN
SARIMA,SARIMA,1.4375568867487654,2.611222641709857,1.6159277959456781,-3.914222135611099,6.880394152298243,BEN
Prophet,Prophet,5.930872565070548,36.78141972988169,6.064768728474458,-68.22123917301398,27.849712397020248,BEN
