,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,0.9526215265815814,1.2115547410401366,1.1007064736068997,-2.1968163514558205,3.0728848607023598,WY
SARIMA,SARIMA,1.059643546173724,1.4029536641815452,1.1844634499137343,-2.7018428157360845,3.413675221621157,WY
Prophet,Prophet,3.881463480414244,17.470790573604283,4.179807480447429,-45.098543538040715,12.466521777907657,WY
