,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,9.190346888043043,128.9477050625399,11.355514301982975,-0.021558235956785854,1.9671278015104023,LIN
SARIMA,SARIMA,12.32876229999766,186.71949385150887,13.66453416152592,-0.4792418109742991,2.6623692510863193,LIN
Prophet,Prophet,36.35899449632979,1427.8738921742386,37.787218635065464,-10.311999184094155,7.880281857823275,LIN
