,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,15.149196541116133,343.3541728684425,18.52981847910126,-2.0013151946725496,7.90046946181001,PNC
SARIMA,SARIMA,18.169404343117822,415.0579337663412,20.37297066621216,-2.6280895405328737,9.377665076946947,PNC
Prophet,Prophet,38.60018721977255,1524.8911787768552,39.04985504168812,-12.32932414029138,19.48283578633036,PNC
