symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
MS,"{'mean': 91.57368305867949, 'std': 9.833888883181556, 'min': 70.4000015258789, 'max': 131.49000549316406, 'median': 90.05000305175781, 'skewness': 0.8409649597282682, 'kurtosis': 1.4945373832448299}","{'test_statistic': 0.15989278932813808, 'p_value': 0.9699202308842447, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2626584935442708, 'max_volatility': 0.49888589307783016, 'min_volatility': 0.09100020673112537, 'avg_volatility': 0.23940094838454168}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
