,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,157.23627255673105,43299.50868568082,208.08533991053002,-1.294548553573454,18.897528112242178,MPWR
SARIMA,SARIMA,151.89939947668748,41286.79041345303,203.19151166683375,-1.187889611232651,18.192446795003217,MPWR
Prophet,Prophet,188.01354683383715,47289.76890994729,217.4621091361603,-1.5060023576439878,29.755436943699102,MPWR
