,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,1.6462363239748834,3.775772856394225,1.9431348013954732,-2.157713161435168,3.7819483725110667,UDR
SARIMA,SARIMA,2.193705812393072,5.705758947828159,2.3886730516812382,-3.7717780732020554,5.01356283768275,UDR
Prophet,Prophet,7.6937093366030505,63.14700073206935,7.9465087133954215,-51.81041071608159,17.42678157616921,UDR
