,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,16.330535208743633,390.79953564729806,19.768650324372125,-2.0569510979032883,4.444947669673092,AON
SARIMA,SARIMA,20.290761709831788,490.7269649907613,22.15235800069061,-2.8386134003832155,5.480653487361453,AON
Prophet,Prophet,15.066826343094117,350.9375588762031,18.733327490763703,-1.7451387682055102,4.096216498784176,AON
