,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,7.3710962437684735,140.9509948478629,11.872278418562415,-0.07842053263293547,3.3545767670772344,UHS
SARIMA,SARIMA,9.233478500331474,163.89734446160386,12.802239822062539,-0.25398378139993993,4.285696648112418,UHS
Prophet,Prophet,13.442141778952342,210.05935194324044,14.493424438111251,-0.6071707649291087,6.415309161657655,UHS
