,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,6.234496837316896,62.4594182379028,7.903127117660629,-1.5244370055796757,3.2714747466841034,WAB
SARIMA,SARIMA,9.536623508057529,104.86512575874809,10.240367462095689,-3.2383584658414977,4.953326068131347,WAB
Prophet,Prophet,16.512670771099877,283.60658498721597,16.840623058165512,-10.462594086944936,8.526128848137489,WAB
