,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,2.8542970432665573,10.918392510891529,3.3042990952532625,-0.4489264356311906,3.043175597795346,CL
SARIMA,SARIMA,3.603504907181311,15.72086814779609,3.964954999466714,-1.086239474143448,3.8422097516192584,CL
Prophet,Prophet,5.605163968676001,36.102356980824034,6.008523693955449,-3.790967110399194,5.8757975645069145,CL
