,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,6.919210004135843,63.12663478492565,7.945227170127085,-0.1817181547789013,5.195263810242002,DELL
SARIMA,SARIMA,4.88389304375251,37.29163031381448,6.106687343708901,0.3019080343300501,3.802300993292228,DELL
Prophet,Prophet,4.535989497325303,31.1894315719169,5.584749911313567,0.4161399914419365,3.5130051474677946,DELL
