,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,4.364620468883037,25.883279534184354,5.087561256062118,-2.689511839199867,5.405272092049803,L
SARIMA,SARIMA,4.435845120667909,25.327880276454927,5.032681221422129,-2.610342886356422,5.482456206101352,L
Prophet,Prophet,3.380955089072784,16.88708350247563,4.109389675179957,-1.4071561113286868,4.197197282267262,L
