,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,6.600474302177423,66.33562671446238,8.144668606791953,-1.6144006597580387,10.006522555048267,WFC
SARIMA,SARIMA,8.018026952704904,81.79522187862686,9.04407108987025,-2.223689782340068,11.988340659905486,WFC
Prophet,Prophet,17.193310828750956,301.6595073003103,17.368347857534125,-10.888917825453724,24.925762819580356,WFC
