,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,20.26666135603031,590.907419248409,24.308587356084868,-2.27542226307757,5.370092723821559,ZBRA
SARIMA,SARIMA,25.822229517289532,807.3829742068284,28.41448528843745,-3.4753544843123905,6.79221234779707,ZBRA
Prophet,Prophet,88.22578483656119,7931.51293421284,89.05904184423298,-42.964677373067836,22.838842933673366,ZBRA
