,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,3.93456480518084,29.07594318325518,5.3922113444537,-1.138445320644184,3.135806666184133,PM
SARIMA,SARIMA,7.039753609864623,62.570084085503716,7.910125415282852,-3.601835362025864,5.533485448951007,PM
Prophet,Prophet,9.975267259258434,116.40836345978119,10.789270756625823,-7.5614736057049665,7.804686082126497,PM
