symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
MNST,"{'mean': 53.94241975870071, 'std': 3.433210080473176, 'min': 45.0099983215332, 'max': 60.849998474121094, 'median': 54.11000061035156, 'skewness': -0.10154286863911563, 'kurtosis': -0.8262544657797997}","{'test_statistic': -2.137599052457412, 'p_value': 0.22966696432936046, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.21835274043178657, 'max_volatility': 0.4283566241436359, 'min_volatility': 0.10671213627342373, 'avg_volatility': 0.20912169031452124}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
