,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,26.371643135048195,1211.3051603291253,34.80380956632658,-1.0378622310244383,13.373602299437795,EPAM
SARIMA,SARIMA,25.854088692558527,1053.8922705242499,32.463706974469964,-0.7730356676482806,12.937349618812972,EPAM
Prophet,Prophet,40.70578837323264,1875.5751158377286,43.30791054573897,-2.1554094006967386,19.50772445141521,EPAM
