,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,4.562816539690817,48.819208767591185,6.9870744069024475,-0.02066618372469975,1.5072648243904456,MCD
SARIMA,SARIMA,5.32906145697709,57.223349712934834,7.5646116696718035,-0.19637207250720712,1.7712088153323264,MCD
Prophet,Prophet,7.133741699476335,75.17616784878552,8.67041912763077,-0.5717127393552663,2.3801188993593994,MCD
