,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,14.705116043171671,349.2596849805366,18.688490709004206,-1.1409510378810346,3.1926663720306068,TDY
SARIMA,SARIMA,15.987190087831452,386.36701664742156,19.656220812949307,-1.368417830246837,3.4637395532308277,TDY
Prophet,Prophet,74.26259044503307,5797.506214127187,76.14135679200356,-34.53853330351899,15.769556780889607,TDY
