,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,6.912054753935653,69.51821704462188,8.337758514410325,-2.1973829246817576,9.520384786314436,SCHW
SARIMA,SARIMA,8.202639003581428,82.91063501612788,9.105527717608018,-2.8133464859279984,11.16929587951186,SCHW
Prophet,Prophet,18.035852801562537,336.9292749135756,18.355633329132928,-14.496541140325673,24.043736809942963,SCHW
