,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,16.373436593119102,341.1622891752903,18.47057901570198,-2.3371285009037694,4.242937785119317,CAT
SARIMA,SARIMA,20.791969464232913,500.538133125069,22.372709561541022,-3.896086475086924,5.373089585132917,CAT
Prophet,Prophet,68.75347883311152,5148.719054398036,71.75457514610504,-49.36294351615707,17.624722529654914,CAT
