,Model,MAE,MSE,RMSE,R2,MAPE,Symbol
ARIMA,ARIMA,4.478062798684316,30.57195995807514,5.529191618860314,-1.841225031703384,4.215658193144313,BRO
SARIMA,SARIMA,5.903333549448045,41.55589372119234,6.446386097744405,-2.862024077532876,5.5077587375161405,BRO
Prophet,Prophet,4.277060161831168,27.86138967060917,5.278388927562005,-1.589316414738656,4.022698125185628,BRO
