symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
MHK,"{'mean': 112.27531060621111, 'std': 21.070662925693618, 'min': 76.55999755859375, 'max': 162.6999969482422, 'median': 108.83000183105469, 'skewness': 0.7749524027757998, 'kurtosis': -0.07282852391412753}","{'test_statistic': -1.1691276088847524, 'p_value': 0.6867332935781497, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.3853331700676874, 'max_volatility': 0.7968078855214398, 'min_volatility': 0.17623466300119925, 'avg_volatility': 0.3577968628313742}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
