MAE,MSE,RMSE,R2,MAPE
18.15518105309278,397.14993597164244,19.928621025340476,-4.76518888224706,
32.08220533436229,1043.6934028205492,32.30624402217858,-14.150674990528687,
11.2410014563337,147.76271543257428,12.15576881289597,-1.1449832596305387,
20.319061265851996,492.4524982579581,22.191270767082223,-6.148639369777684,
212.3278253555298,45151.88144093072,212.48972078886715,-654.4429481624741,
