MAE,MSE,RMSE,R2,MAPE
5.335596227520079,38.171406156523446,6.178301235495356,-0.2218926657036515,
6.698611452746133,52.4060446947105,7.239201937693857,-0.6775531241481676,
5.250053031722073,38.27966566524957,6.187056300475176,-0.2253581261889869,
4.905638903564154,32.266610236509806,5.680370607320424,-0.0328761333402378,
128.37461614608765,16511.40619675573,128.49671667694756,-527.5413392826174,
3.913450114664464,22.862294090055,4.781453135821264,-0.3130773412733947,
4.536326569428522,29.901837140987933,5.468257230689494,-0.7173877939641191,
4.7108603584494295,35.419963221861046,5.951467316709472,-1.034316895415758,
6.189140185320767,53.161555684426126,7.2911971365768276,-2.053290886780638,
217.2629925727844,47220.5955843242,217.3030040849049,-2711.0766559547587,
6.014749165403413,50.76108461892284,7.124681369641932,-0.9419591607628676,
13.060288572209153,215.2797861731777,14.67241582607233,-7.235926320814405,
13.86388392825199,220.151533260974,14.837504280065904,-7.42230401461449,
5.591575494488393,52.434430732910776,7.241162250144018,-1.00597611074692,
183.02733116149903,33525.15235478958,183.0987502818891,-1281.5666988818564,
3.122691595917962,20.11227072928473,4.484670637770932,0.0100268442328453,
6.9764875089536975,58.0590203067131,7.619646993576087,-1.857801206409584,
18.40163488073781,415.307468565106,20.37909390932546,-19.44240806038951,
5.619684225242505,42.35897805076044,6.508377528290783,-1.085008288742058,
124.16695515314738,15437.693238110483,124.24851402777614,-758.8794834461247,
1.7408131272433272,4.649572568301854,2.1562867546552926,-0.3267529628888395,
2.402675321049721,8.68928802134483,2.9477598310148725,-1.4794835349616404,
3.8879619511539674,18.39995528732057,4.289516906053707,-4.250417072937676,
2.132489872570864,6.633971615691815,2.575649746314862,-0.8930001344304574,
104.6781545639038,10961.008177980864,104.69483357826624,-3126.717626245424,
6.95080948070689,62.083201095394585,7.879289377564108,-0.9677553310702756,
7.883613255361274,74.45223952640713,8.62857111730599,-1.3597976369339717,
5.7817804080064,54.29332135683627,7.368400189785858,-0.7208515452878517,
5.386094923900577,37.3375358324698,6.110444814616183,-0.1834302015206503,
95.11319519678752,9078.138339511295,95.27926500299684,-286.7357288055811,
9.105631214304218,117.15582604612943,10.82385449117501,-0.3627794257606811,
13.67530346470545,288.7234170752757,16.991863260845637,-2.358487117581167,
14.82746577215198,330.57754477899226,18.181791572311905,-2.845342496803424,
20.94720362041037,525.1492551378136,22.91613525745154,-5.10863859278813,
349.44363867441814,122196.86870844176,349.5666870690652,-1420.4178175200132,
8.549539989944366,104.18934545367362,10.2073182302539,-0.0177117132815229,
12.503762081962304,234.9776108148869,15.328979444662547,-1.295239170991314,
30.435393890521667,1037.1612187488806,32.20498748251396,-9.13089309934674,
9.209297313273872,125.1159258674078,11.185523048450072,-0.2221205797855792,
484.36717961629233,234713.60726395564,484.4725041361539,-2291.660409171084,
3.396355786160737,19.57907006105353,4.424824297195713,-0.4246260434028315,
5.189350550739309,37.03930760330573,6.08599273769742,-1.6950801073152957,
4.431412552249836,33.20400655891075,5.762291780091559,-1.4160132397318428,
5.714920203120776,42.46259183563868,6.516332698354089,-2.0896929226361936,
217.92145160039263,47503.46355098117,217.9528929630923,-3455.4803698814385,
4.248752396832179,22.088254370521177,4.69981429106738,-4.035868748673104,
8.36315053933058,72.00129830177745,8.485357877059602,-15.415470498461822,
1.7525026938187194,4.421044354999756,2.102627964001182,-0.0079474244716237,
2.352098672767866,9.475770121073364,3.078273886624347,-1.160366945339455,
47.00522645314535,2213.8844561619208,47.05193360704659,-503.7402732213241,
14.615278789191736,247.27160694116876,15.724872239263782,-5.294827239822252,
28.44814459593393,844.5712584997997,29.061508193825723,-20.50036645833095,
14.180801364767678,219.8087619108416,14.82594893795475,-4.595701824177378,
14.643202288169142,253.9495766525096,15.93579545088696,-5.464829231420331,
278.81919542948407,77779.48761755796,278.88974096864507,-1979.043092739353,
19.70245983055184,481.907087943892,21.95238228402312,-3.799431922857038,
45.146765380144,2089.1382700819954,45.70709212017316,-19.806244928817595,
11.54999955981994,177.485742795867,13.322377520392784,-0.7676244262372327,
28.498193945174638,915.8255651127818,30.262610018185505,-8.120933397606779,
274.0552326202393,75206.77085701207,274.238529125672,-748.0028387135139,
2.481212598670854,7.185834584311164,2.680640704068929,-5.55149556973276,
2.980449685624317,11.57067246256298,3.401569117710675,-9.54925610767826,
5.259520903837179,30.07722728725746,5.484270898420086,-26.42212042461062,
1.6168774577687557,3.67612747457938,1.917322996935931,-2.351612478815277,
76.33104540506999,5827.525042667966,76.3382279245986,-5312.092592320748,
2.934111826600222,11.872268769068905,3.445615876598682,-2.7420806757840004,
5.248911727386536,31.72723988042577,5.632693838690842,-9.000269835688362,
5.330121708476778,33.814622159841264,5.815034149499146,-9.658202455199577,
1.466200101897461,2.8231496118677595,1.6802230839587222,0.1101571390515301,
87.49918349583943,7659.288459760183,87.51736090490951,-2413.170020324751,
3.7721696761316537,17.04337260828473,4.128361976412041,-5.061654122713286,
7.109093091676815,51.21093195883152,7.156181381074093,-17.213704762010835,
1.178487332759238,2.6168277921185634,1.6176612105501458,0.0692977652313029,
1.236293360818558,2.8928598588624928,1.700840926971859,-0.0288759327705858,
5.452883847554525,32.548042550692784,5.705089179907075,-10.57605251308945,
3.894327698426383,18.77247952812756,4.332721953706187,-0.9249540699938872,
6.868279312920796,53.12289708166502,7.288545608121351,-4.447289836912515,
7.2628716084024445,72.30229011382183,8.503075332714737,-6.413969338250883,
3.3118953257562262,13.923222048133717,3.731383396025356,-0.4277050034240692,
100.4345103899638,10096.86474623133,100.48315652999426,-1034.3454299052,
1.4651512352938307,3.119928518410702,1.7663319389091912,-0.0474047185871535,
1.3240052614080156,3.404225802689145,1.8450544172704355,-0.1428473914809673,
2.446187295949608,7.739616639512411,2.7820166497547083,-1.5983002304201572,
2.7520490314719224,9.046148025815231,3.007681503386825,-2.0369215420689537,
64.9656044960022,4223.493556695281,64.98841094145386,-1416.8873182833438,
13.458975173644824,204.8006043971297,14.310856172749752,-7.255507047867619,
26.895956135044703,801.683807496997,28.31402139394892,-31.315853473358032,
10.84035118542655,145.31934289238112,12.05484727785388,-4.85781894038374,
7.416625888051227,79.45327768328417,8.913656807578143,-2.2027595612883286,
184.46697031656905,34052.975619186764,184.53448355032933,-1371.674563400852,
8.19047301519345,80.87250476264214,8.992914141847576,-4.768635660836603,
10.081898511097537,136.9646539691292,11.703189905710715,-8.769688591683622,
13.003366973619832,191.4819667150717,13.837700918688473,-12.658408439822916,
7.933441528684919,77.59259108093174,8.808665681074048,-4.534679422133328,
277.1738090515137,76839.36398169411,277.1991413797924,-5479.9517341122455,
13.056455995560096,179.08975091207083,13.382441888985388,-19.1766633139671,
20.52374757128493,468.8934589199986,21.653947883007355,-51.82661571959681,
3.221265845855387,18.197369900460917,4.265837537982537,-1.0501575540276873,
2.510634141506268,14.174875729392822,3.764953615835502,-0.5969741074111128,
91.59110953013102,8397.77573512236,91.63937873601262,-945.1127324754468,
3.6409060344777537,18.3710364148772,4.286144702979263,-0.8225627202633037,
3.5430968934217058,17.173477854134205,4.144089508460719,-0.703754747819527,
23.453490079590765,733.0132853082484,27.07421809227828,-71.7211387038924,
7.337050978492602,67.44800738189792,8.212673583060386,-5.691414737534448,
87.44540557861328,7656.736131608926,87.50277785081413,-758.6132040249279,
9.358951013574982,154.16946525189812,12.416499718193451,-0.0565056937253187,
11.210766435065583,188.4713960269262,13.728488482965858,-0.2915728979241265,
30.74883074369713,1406.3211665922538,37.50094887589184,-8.637357937796025,
18.778206351291423,455.1268377255384,21.3337019226748,-2.118932109147407,
211.60098711649576,44920.70590031583,211.9450539652101,-306.83645433485015,
