symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
BAX,"{'mean': 39.501199170915164, 'std': 4.0933301433027145, 'min': 31.709999084472656, 'max': 52.56999969482422, 'median': 39.15999984741211, 'skewness': 0.2960132279763579, 'kurtosis': -0.41071538985641753}","{'test_statistic': -3.0699704742752134, 'p_value': 0.028856809668999287, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.29985683697942805, 'max_volatility': 0.5026814143564612, 'min_volatility': 0.133461181477168, 'avg_volatility': 0.27931099038579077}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
