date,predicted_close,stock_symbol,model_order
2024-12-02,194.3800048828125,AME,"(0, 1, 0)"
2024-12-03,194.3800048828125,AME,"(0, 1, 0)"
2024-12-04,194.3800048828125,AME,"(0, 1, 0)"
2024-12-05,194.3800048828125,AME,"(0, 1, 0)"
2024-12-06,194.3800048828125,AME,"(0, 1, 0)"
2024-12-09,194.3800048828125,AME,"(0, 1, 0)"
2024-12-10,194.3800048828125,AME,"(0, 1, 0)"
2024-12-11,194.3800048828125,AME,"(0, 1, 0)"
2024-12-12,194.3800048828125,AME,"(0, 1, 0)"
2024-12-13,194.3800048828125,AME,"(0, 1, 0)"
2024-12-16,194.3800048828125,AME,"(0, 1, 0)"
2024-12-17,194.3800048828125,AME,"(0, 1, 0)"
2024-12-18,194.3800048828125,AME,"(0, 1, 0)"
2024-12-19,194.3800048828125,AME,"(0, 1, 0)"
2024-12-20,194.3800048828125,AME,"(0, 1, 0)"
2024-12-23,194.3800048828125,AME,"(0, 1, 0)"
2024-12-24,194.3800048828125,AME,"(0, 1, 0)"
2024-12-25,194.3800048828125,AME,"(0, 1, 0)"
2024-12-26,194.3800048828125,AME,"(0, 1, 0)"
2024-12-27,194.3800048828125,AME,"(0, 1, 0)"
2024-12-30,194.3800048828125,AME,"(0, 1, 0)"
2024-12-31,194.3800048828125,AME,"(0, 1, 0)"
2025-01-01,194.3800048828125,AME,"(0, 1, 0)"
2025-01-02,194.3800048828125,AME,"(0, 1, 0)"
2025-01-03,194.3800048828125,AME,"(0, 1, 0)"
2025-01-06,194.3800048828125,AME,"(0, 1, 0)"
2025-01-07,194.3800048828125,AME,"(0, 1, 0)"
2025-01-08,194.3800048828125,AME,"(0, 1, 0)"
2025-01-09,194.3800048828125,AME,"(0, 1, 0)"
2025-01-10,194.3800048828125,AME,"(0, 1, 0)"
