date,predicted_close,stock_symbol,model_order
2024-12-02,107.5259603378758,ALB,"(2, 1, 2)"
2024-12-03,107.22279598394434,ALB,"(2, 1, 2)"
2024-12-04,107.51663485111192,ALB,"(2, 1, 2)"
2024-12-05,107.69069443618025,ALB,"(2, 1, 2)"
2024-12-06,107.33340958571745,ALB,"(2, 1, 2)"
2024-12-09,107.31097578227093,ALB,"(2, 1, 2)"
2024-12-10,107.66764601012886,ALB,"(2, 1, 2)"
2024-12-11,107.54288015325608,ALB,"(2, 1, 2)"
2024-12-12,107.24730285350981,ALB,"(2, 1, 2)"
2024-12-13,107.49010907221924,ALB,"(2, 1, 2)"
2024-12-16,107.6777635263278,ALB,"(2, 1, 2)"
2024-12-17,107.36451950454259,ALB,"(2, 1, 2)"
2024-12-18,107.31076540081322,ALB,"(2, 1, 2)"
2024-12-19,107.63747885881705,ALB,"(2, 1, 2)"
2024-12-20,107.55548265670026,ALB,"(2, 1, 2)"
2024-12-23,107.27146034806538,ALB,"(2, 1, 2)"
2024-12-24,107.46792535448154,ALB,"(2, 1, 2)"
2024-12-25,107.66338790093067,ALB,"(2, 1, 2)"
2024-12-26,107.39200061866921,ALB,"(2, 1, 2)"
2024-12-27,107.31345131297333,ALB,"(2, 1, 2)"
2024-12-30,107.60965032751449,ALB,"(2, 1, 2)"
2024-12-31,107.5643074756801,ALB,"(2, 1, 2)"
2025-01-01,107.29489612339218,ALB,"(2, 1, 2)"
2025-01-02,107.44971194753967,ALB,"(2, 1, 2)"
2025-01-03,107.6480824350715,ALB,"(2, 1, 2)"
2025-01-06,107.41600284572277,ALB,"(2, 1, 2)"
2025-01-07,107.31847120346374,ALB,"(2, 1, 2)"
2025-01-08,107.58424572203035,ALB,"(2, 1, 2)"
2025-01-09,107.5698663891879,ALB,"(2, 1, 2)"
2025-01-10,107.31731689391458,ALB,"(2, 1, 2)"
