date,predicted_close,stock_symbol,model_order
2024-12-02,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-03,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-04,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-05,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-06,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-09,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-10,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-11,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-12,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-13,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-16,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-17,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-18,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-19,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-20,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-23,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-24,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-25,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-26,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-27,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-30,237.50274326016643,AAPL,"(0, 1, 1)"
2024-12-31,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-01,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-02,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-03,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-06,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-07,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-08,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-09,237.50274326016643,AAPL,"(0, 1, 1)"
2025-01-10,237.50274326016643,AAPL,"(0, 1, 1)"
