date,predicted_close,stock_symbol,model_order
2024-12-02,311.7654681529985,AJG,"(2, 1, 2)"
2024-12-03,312.265812524073,AJG,"(2, 1, 2)"
2024-12-04,311.77356603541045,AJG,"(2, 1, 2)"
2024-12-05,312.225470492936,AJG,"(2, 1, 2)"
2024-12-06,311.8424026069536,AJG,"(2, 1, 2)"
2024-12-09,312.13364512772523,AJG,"(2, 1, 2)"
2024-12-10,311.95037765416595,AJG,"(2, 1, 2)"
2024-12-11,312.0171962452604,AJG,"(2, 1, 2)"
2024-12-12,312.067322985549,AJG,"(2, 1, 2)"
2024-12-13,311.90749628077293,AJG,"(2, 1, 2)"
2024-12-16,312.16277481800796,AJG,"(2, 1, 2)"
2024-12-17,311.83211857188036,AJG,"(2, 1, 2)"
2024-12-18,312.21377444830046,AJG,"(2, 1, 2)"
2024-12-19,311.80804583259606,AJG,"(2, 1, 2)"
2024-12-20,312.2102359507526,AJG,"(2, 1, 2)"
2024-12-23,311.8380329619703,AJG,"(2, 1, 2)"
2024-12-24,312.156670813941,AJG,"(2, 1, 2)"
2024-12-25,311.9108445476169,AJG,"(2, 1, 2)"
2024-12-26,312.07006999357236,AJG,"(2, 1, 2)"
2024-12-27,312.0050500907602,AJG,"(2, 1, 2)"
2024-12-30,311.9747385373138,AJG,"(2, 1, 2)"
2024-12-31,312.0951722270347,AJG,"(2, 1, 2)"
2025-01-01,311.89560371798524,AJG,"(2, 1, 2)"
2025-01-02,312.15846190276187,AJG,"(2, 1, 2)"
2025-01-03,311.8518069015315,AJG,"(2, 1, 2)"
2025-01-06,312.18052850523645,AJG,"(2, 1, 2)"
2025-01-07,311.85219715824144,AJG,"(2, 1, 2)"
2025-01-08,312.1584626327017,AJG,"(2, 1, 2)"
2025-01-09,311.89375184804516,AJG,"(2, 1, 2)"
2025-01-10,312.1008197411288,AJG,"(2, 1, 2)"
