date,predicted_close,stock_symbol,model_order
2024-12-02,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-03,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-04,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-05,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-06,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-09,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-10,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-11,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-12,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-13,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-16,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-17,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-18,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-19,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-20,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-23,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-24,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-25,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-26,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-27,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-30,137.17999267578125,AMD,"(0, 1, 0)"
2024-12-31,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-01,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-02,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-03,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-06,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-07,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-08,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-09,137.17999267578125,AMD,"(0, 1, 0)"
2025-01-10,137.17999267578125,AMD,"(0, 1, 0)"
