date,predicted_close,stock_symbol,model_order
2024-12-02,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-03,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-04,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-05,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-06,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-09,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-10,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-11,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-12,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-13,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-16,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-17,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-18,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-19,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-20,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-23,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-24,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-25,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-26,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-27,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-30,136.11000061035156,ABNB,"(0, 1, 0)"
2024-12-31,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-01,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-02,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-03,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-06,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-07,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-08,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-09,136.11000061035156,ABNB,"(0, 1, 0)"
2025-01-10,136.11000061035156,ABNB,"(0, 1, 0)"
