date,predicted_close,stock_symbol,model_order
2024-12-02,137.77275512799045,A,"(2, 1, 2)"
2024-12-03,137.4131393365764,A,"(2, 1, 2)"
2024-12-04,137.01251306414508,A,"(2, 1, 2)"
2024-12-05,136.70457017300103,A,"(2, 1, 2)"
2024-12-06,136.59073843922212,A,"(2, 1, 2)"
2024-12-09,136.70679078981942,A,"(2, 1, 2)"
2024-12-10,137.01165332082908,A,"(2, 1, 2)"
2024-12-11,137.40189382172824,A,"(2, 1, 2)"
2024-12-12,137.74679543482085,A,"(2, 1, 2)"
2024-12-13,137.9321280712304,A,"(2, 1, 2)"
2024-12-16,137.89796515195667,A,"(2, 1, 2)"
2024-12-17,137.65803149748967,A,"(2, 1, 2)"
2024-12-18,137.29434578452555,A,"(2, 1, 2)"
2024-12-19,136.929205387198,A,"(2, 1, 2)"
2024-12-20,136.68407554940205,A,"(2, 1, 2)"
2024-12-23,136.6391977031786,A,"(2, 1, 2)"
2024-12-24,136.80734389896585,A,"(2, 1, 2)"
2024-12-25,137.13029468574547,A,"(2, 1, 2)"
2024-12-26,137.4989674213557,A,"(2, 1, 2)"
2024-12-27,137.79024563318976,A,"(2, 1, 2)"
2024-12-30,137.9080798803976,A,"(2, 1, 2)"
2024-12-31,137.81514356918552,A,"(2, 1, 2)"
2025-01-01,137.5446162922719,A,"(2, 1, 2)"
2025-01-02,137.1883892647305,A,"(2, 1, 2)"
2025-01-03,136.86586956272342,A,"(2, 1, 2)"
2025-01-06,136.6839679735166,A,"(2, 1, 2)"
2025-01-07,136.7016737928815,A,"(2, 1, 2)"
2025-01-08,136.91095001254328,A,"(2, 1, 2)"
2025-01-09,137.24012774750028,A,"(2, 1, 2)"
2025-01-10,137.57842877872244,A,"(2, 1, 2)"
