date,predicted_close,stock_symbol,model_order
2024-12-02,217.91652348176055,ADI,"(1, 1, 0)"
2024-12-03,217.93676972806514,ADI,"(1, 1, 0)"
2024-12-04,217.9336987675471,ADI,"(1, 1, 0)"
2024-12-05,217.93416457233687,ADI,"(1, 1, 0)"
2024-12-06,217.93409391883907,ADI,"(1, 1, 0)"
2024-12-09,217.9341046355961,ADI,"(1, 1, 0)"
2024-12-10,217.93410301007316,ADI,"(1, 1, 0)"
2024-12-11,217.93410325663328,ADI,"(1, 1, 0)"
2024-12-12,217.9341032192349,ADI,"(1, 1, 0)"
2024-12-13,217.93410322490752,ADI,"(1, 1, 0)"
2024-12-16,217.93410322404708,ADI,"(1, 1, 0)"
2024-12-17,217.9341032241776,ADI,"(1, 1, 0)"
2024-12-18,217.9341032241578,ADI,"(1, 1, 0)"
2024-12-19,217.93410322416082,ADI,"(1, 1, 0)"
2024-12-20,217.93410322416034,ADI,"(1, 1, 0)"
2024-12-23,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-24,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-25,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-26,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-27,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-30,217.93410322416042,ADI,"(1, 1, 0)"
2024-12-31,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-01,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-02,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-03,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-06,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-07,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-08,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-09,217.93410322416042,ADI,"(1, 1, 0)"
2025-01-10,217.93410322416042,ADI,"(1, 1, 0)"
