date,predicted_close,stock_symbol,model_order
2024-12-02,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-03,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-04,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-05,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-06,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-09,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-10,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-11,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-12,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-13,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-16,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-17,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-18,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-19,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-20,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-23,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-24,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-25,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-26,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-27,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-30,54.599998474121094,ADM,"(0, 1, 0)"
2024-12-31,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-01,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-02,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-03,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-06,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-07,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-08,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-09,54.599998474121094,ADM,"(0, 1, 0)"
2025-01-10,54.599998474121094,ADM,"(0, 1, 0)"
