date,predicted_close,stock_symbol,model_order
2024-12-02,24.25559694348461,AMTM,"(1, 1, 0)"
2024-12-03,24.275401374582003,AMTM,"(1, 1, 0)"
2024-12-04,24.271246700774963,AMTM,"(1, 1, 0)"
2024-12-05,24.272118289277458,AMTM,"(1, 1, 0)"
2024-12-06,24.27193544302936,AMTM,"(1, 1, 0)"
2024-12-09,24.271973801440865,AMTM,"(1, 1, 0)"
2024-12-10,24.271965754419128,AMTM,"(1, 1, 0)"
2024-12-11,24.271967442564083,AMTM,"(1, 1, 0)"
2024-12-12,24.27196708841649,AMTM,"(1, 1, 0)"
2024-12-13,24.271967162711363,AMTM,"(1, 1, 0)"
2024-12-16,24.27196714712541,AMTM,"(1, 1, 0)"
2024-12-17,24.27196715039511,AMTM,"(1, 1, 0)"
2024-12-18,24.271967149709173,AMTM,"(1, 1, 0)"
2024-12-19,24.271967149853072,AMTM,"(1, 1, 0)"
2024-12-20,24.271967149822885,AMTM,"(1, 1, 0)"
2024-12-23,24.27196714982922,AMTM,"(1, 1, 0)"
2024-12-24,24.27196714982789,AMTM,"(1, 1, 0)"
2024-12-25,24.271967149828168,AMTM,"(1, 1, 0)"
2024-12-26,24.27196714982811,AMTM,"(1, 1, 0)"
2024-12-27,24.27196714982812,AMTM,"(1, 1, 0)"
2024-12-30,24.271967149828118,AMTM,"(1, 1, 0)"
2024-12-31,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-01,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-02,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-03,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-06,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-07,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-08,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-09,24.27196714982812,AMTM,"(1, 1, 0)"
2025-01-10,24.27196714982812,AMTM,"(1, 1, 0)"
