date,predicted_close,stock_symbol,model_order
2024-12-02,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-03,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-04,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-05,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-06,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-09,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-10,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-11,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-12,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-13,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-16,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-17,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-18,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-19,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-20,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-23,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-24,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-25,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-26,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-27,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-30,291.8999938964844,ADSK,"(0, 1, 0)"
2024-12-31,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-01,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-02,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-03,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-06,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-07,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-08,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-09,291.8999938964844,ADSK,"(0, 1, 0)"
2025-01-10,291.8999938964844,ADSK,"(0, 1, 0)"
