Date,Predicted Close,Symbol
2024-11-09,472.5564794768639,MCO
2024-11-10,472.99128061677004,MCO
2024-11-11,491.05029667667725,MCO
2024-11-12,491.7016640241263,MCO
2024-11-13,492.3818135796832,MCO
2024-11-14,492.9091925374706,MCO
2024-11-15,493.59294126433775,MCO
2024-11-16,475.60010881846966,MCO
2024-11-17,476.0349099583676,MCO
2024-11-18,494.0939260182656,MCO
2024-11-19,494.7452933657049,MCO
2024-11-20,495.4254429212593,MCO
2024-11-21,495.9528218790577,MCO
2024-11-22,496.6365706059009,MCO
2024-11-23,478.6437381600558,MCO
2024-11-24,479.0785392999651,MCO
2024-11-25,497.1375553598541,MCO
2024-11-26,497.7889227072754,MCO
2024-11-27,498.4690722628333,MCO
2024-11-28,498.99645122063197,MCO
2024-11-29,499.6801999474639,MCO
2024-11-30,481.68736750160946,MCO
2024-12-01,482.12216864154607,MCO
2024-12-02,500.18118470138955,MCO
2024-12-03,500.8325520488458,MCO
2024-12-04,501.5127016044104,MCO
2024-12-05,502.04008056219936,MCO
2024-12-06,502.72382928903954,MCO
2024-12-07,484.7309968431793,MCO
2024-12-08,485.1657979830936,MCO
