Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,32.20349386564708,,NWS
2024-11-11,32.319657912273485,,NWS
2024-11-12,32.30752299022276,,NWS
2024-11-13,32.393854935533156,,NWS
2024-11-14,32.400297685680286,,NWS
2024-11-15,32.41362490519306,,NWS
2024-11-18,32.40904090779466,,NWS
2024-11-19,32.41605239433449,,NWS
2024-11-20,32.417064909635954,,NWS
2024-11-21,32.41885717736256,,NWS
2024-11-22,32.418273005882455,,NWS
2024-11-25,32.41877003778769,,NWS
2024-11-26,32.41883684757939,,NWS
2024-11-27,32.41906215191036,,NWS
2024-11-28,32.419014219931455,,NWS
2024-11-29,32.41904868939262,,NWS
2024-12-02,32.41904606578503,,NWS
2024-12-03,32.419070545267886,,NWS
2024-12-04,32.41906815693776,,NWS
2024-12-05,32.41907123021468,,NWS
2024-12-06,32.41906987329889,,NWS
2024-12-09,32.4190721384379,,NWS
2024-12-10,32.419072120744325,,NWS
2024-12-11,32.41907250833701,,NWS
2024-12-12,32.41907229529615,,NWS
2024-12-13,32.41907247471417,,NWS
2024-12-16,32.419072479785534,,NWS
2024-12-17,32.41907253278036,,NWS
2024-12-18,32.419072509944165,,NWS
2024-12-19,32.41907252262269,,NWS
