Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,165.1196235832417,,CLX
2024-11-11,165.0931294003858,,CLX
2024-11-12,165.14811652860953,,CLX
2024-11-13,165.2657786850313,,CLX
2024-11-14,165.19339237475182,,CLX
2024-11-15,165.1940843918923,,CLX
2024-11-18,165.2017952164791,,CLX
2024-11-19,165.20430802493777,,CLX
2024-11-20,165.19720346771902,,CLX
2024-11-21,165.19954586650923,,CLX
2024-11-22,165.2000544243832,,CLX
2024-11-25,165.1997416612417,,CLX
2024-11-26,165.19936640006736,,CLX
2024-11-27,165.19970833633462,,CLX
2024-11-28,165.19966071693506,,CLX
2024-11-29,165.19961653307132,,CLX
2024-12-02,165.19961632636418,,CLX
2024-12-03,165.19964370593053,,CLX
2024-12-04,165.19963013546234,,CLX
2024-12-05,165.19962901915642,,CLX
2024-12-06,165.19963116824405,,CLX
2024-12-09,165.1996322045833,,CLX
2024-12-10,165.19963066883597,,CLX
2024-12-11,165.19963105610452,,CLX
2024-12-12,165.19963124024116,,CLX
2024-12-13,165.19963118481473,,CLX
2024-12-16,165.19963108555976,,CLX
2024-12-17,165.19963115544115,,CLX
2024-12-18,165.19963115292896,,CLX
2024-12-19,165.19963114139972,,CLX
