Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,117.77605914923383,,TJX
2024-11-11,117.68439121609978,,TJX
2024-11-12,117.52552468319068,,TJX
2024-11-13,117.42738302436376,,TJX
2024-11-14,117.36670238965868,,TJX
2024-11-15,117.37260748437404,,TJX
2024-11-18,117.38118884229827,,TJX
2024-11-19,117.39422522184344,,TJX
2024-11-20,117.40167228095277,,TJX
2024-11-21,117.40540331572758,,TJX
2024-11-22,117.40481501030065,,TJX
2024-11-25,117.40401087134548,,TJX
2024-11-26,117.40297192087684,,TJX
2024-11-27,117.40242684152484,,TJX
2024-11-28,117.40220063852763,,TJX
2024-11-29,117.40225753156322,,TJX
2024-12-02,117.40233070045008,,TJX
2024-12-03,117.4024114418441,,TJX
2024-12-04,117.40245034648478,,TJX
2024-12-05,117.40246367979104,,TJX
2024-12-06,117.40245829560398,,TJX
2024-12-09,117.40245186996295,,TJX
2024-12-10,117.40244572494973,,TJX
2024-12-11,117.40244300435337,,TJX
2024-12-12,117.4024422595228,,TJX
2024-12-13,117.40244275698059,,TJX
2024-12-16,117.40244330295107,,TJX
2024-12-17,117.40244376253334,,TJX
2024-12-18,117.40244394908355,,TJX
2024-12-19,117.40244398648431,,TJX
