Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,30.41860750221112,,MTCH
2024-11-11,30.266836010316347,,MTCH
2024-11-12,30.280699833594802,,MTCH
2024-11-13,30.060616522018822,,MTCH
2024-11-14,30.043314656617376,,MTCH
2024-11-15,30.03331015245132,,MTCH
2024-11-18,30.02298709129521,,MTCH
2024-11-19,30.022855222938162,,MTCH
2024-11-20,30.015430411292062,,MTCH
2024-11-21,30.014745061058598,,MTCH
2024-11-22,30.01423006954619,,MTCH
2024-11-25,30.013718363586808,,MTCH
2024-11-26,30.01369011613258,,MTCH
2024-11-27,30.013431189869266,,MTCH
2024-11-28,30.013400436753507,,MTCH
2024-11-29,30.01337678968251,,MTCH
2024-12-02,30.013354077393444,,MTCH
2024-12-03,30.013352099871433,,MTCH
2024-12-04,30.013342813044684,,MTCH
2024-12-05,30.013341385506195,,MTCH
2024-12-06,30.01334035636661,,MTCH
2024-12-09,30.013339398556194,,MTCH
2024-12-10,30.013339286708725,,MTCH
2024-12-11,30.013338945882754,,MTCH
2024-12-12,30.013338880056235,,MTCH
2024-12-13,30.013338836476915,,MTCH
2024-12-16,30.01333879713445,,MTCH
2024-12-17,30.013338791377844,,MTCH
2024-12-18,30.013338778636992,,MTCH
2024-12-19,30.01333877565704,,MTCH
