Date,Predicted Close,Symbol
2024-11-09,455.32209168031216,AXON
2024-11-10,456.6267787765503,AXON
2024-11-11,463.39239421090144,AXON
2024-11-12,464.0571502250943,AXON
2024-11-13,466.00475588889736,AXON
2024-11-14,467.36235944193027,AXON
2024-11-15,469.7990665848359,AXON
2024-11-16,464.4548949360276,AXON
2024-11-17,465.75958203226526,AXON
2024-11-18,472.52519746661204,AXON
2024-11-19,473.18995348080267,AXON
2024-11-20,475.1375591446042,AXON
2024-11-21,476.4951626976408,AXON
2024-11-22,478.9318698405378,AXON
2024-11-23,473.5876981917393,AXON
2024-11-24,474.89238528798,AXON
2024-11-25,481.6580007223226,AXON
2024-11-26,482.3227567365065,AXON
2024-11-27,484.2703624003078,AXON
2024-11-28,485.62796595334686,AXON
2024-11-29,488.0646730962397,AXON
2024-11-30,482.7205014474366,AXON
2024-12-01,484.0251885436872,AXON
2024-12-02,490.7908039780174,AXON
2024-12-03,491.45555999221034,AXON
2024-12-04,493.403165656016,AXON
2024-12-05,494.7607692090481,AXON
2024-12-06,497.19747635194665,AXON
2024-12-07,491.85330470314113,AXON
2024-12-08,493.1579917993869,AXON
2024-11-09,455.32209168031216,AXON
2024-11-10,456.6267787765503,AXON
2024-11-11,463.39239421090144,AXON
2024-11-12,464.0571502250943,AXON
2024-11-13,466.00475588889736,AXON
2024-11-14,467.36235944193027,AXON
2024-11-15,469.7990665848359,AXON
2024-11-16,464.4548949360276,AXON
2024-11-17,465.75958203226526,AXON
2024-11-18,472.52519746661204,AXON
2024-11-19,473.18995348080267,AXON
2024-11-20,475.1375591446042,AXON
2024-11-21,476.4951626976408,AXON
2024-11-22,478.9318698405378,AXON
2024-11-23,473.5876981917393,AXON
2024-11-24,474.89238528798,AXON
2024-11-25,481.6580007223226,AXON
2024-11-26,482.3227567365065,AXON
2024-11-27,484.2703624003078,AXON
2024-11-28,485.62796595334686,AXON
2024-11-29,488.0646730962397,AXON
2024-11-30,482.7205014474366,AXON
2024-12-01,484.0251885436872,AXON
2024-12-02,490.7908039780174,AXON
2024-12-03,491.45555999221034,AXON
2024-12-04,493.403165656016,AXON
2024-12-05,494.7607692090481,AXON
2024-12-06,497.19747635194665,AXON
2024-12-07,491.85330470314113,AXON
2024-12-08,493.1579917993869,AXON
