Symbol,Date,Predicted Close
EQT,2024-11-08,41.48186194746217
EQT,2024-11-11,41.467395932531325
EQT,2024-11-12,41.420672495404304
EQT,2024-11-13,41.82608328573523
EQT,2024-11-14,42.023764841417695
EQT,2024-11-15,40.871333324093875
EQT,2024-11-18,40.62875415896495
EQT,2024-11-19,41.39819668616854
EQT,2024-11-20,41.465908670285216
EQT,2024-11-21,42.69895366281902
EQT,2024-11-22,42.732471751810714
EQT,2024-11-25,43.103380395474915
EQT,2024-11-26,43.626017264879124
EQT,2024-11-27,43.88583821594991
EQT,2024-11-28,43.77585046964249
EQT,2024-11-29,43.97320537369188
EQT,2024-12-02,44.7160654532375
EQT,2024-12-03,43.113268433030974
EQT,2024-12-04,42.52303743362763
EQT,2024-12-05,43.503177269346494
EQT,2024-12-06,43.91590678020877
EQT,2024-12-09,45.886392841884614
EQT,2024-12-10,46.149044187016955
EQT,2024-12-11,46.60159948051725
EQT,2024-12-12,46.99040663257519
EQT,2024-12-13,47.109464142790436
EQT,2024-12-16,47.03194349462259
EQT,2024-12-17,47.336072201562274
EQT,2024-12-18,47.79914791505435
EQT,2024-12-19,46.427477436340226
