Date,ARIMA_Forecast,RNN_Forecast,Symbol
2024-11-08,133.57557807050046,,DELL
2024-11-11,133.7678592639313,,DELL
2024-11-12,134.0320429801396,,DELL
2024-11-13,134.01576704886037,,DELL
2024-11-14,134.03233792894204,,DELL
2024-11-15,134.02831124223147,,DELL
2024-11-18,134.03262230357575,,DELL
2024-11-19,134.02670808239137,,DELL
2024-11-20,134.0270395830967,,DELL
2024-11-21,134.0265295915132,,DELL
2024-11-22,134.027171045049,,DELL
2024-11-25,134.02698775496125,,DELL
2024-11-26,134.0271009374496,,DELL
2024-11-27,134.0270436340257,,DELL
2024-11-28,134.02707605544177,,DELL
2024-11-29,134.02705542750556,,DELL
2024-12-02,134.02706341076092,,DELL
2024-12-03,134.0270586359376,,DELL
2024-12-04,134.0270615391226,,DELL
2024-12-05,134.02706018561486,,DELL
2024-12-06,134.02706093281293,,DELL
2024-12-09,134.02706053638553,,DELL
2024-12-10,134.02706074889153,,DELL
2024-12-11,134.02706063253524,,DELL
2024-12-12,134.02706069136684,,DELL
2024-12-13,134.0270606593081,,DELL
2024-12-16,134.02706067672227,,DELL
2024-12-17,134.02706066767246,,DELL
2024-12-18,134.0270606725334,,DELL
2024-12-19,134.02706066994477,,DELL
