Symbol,Date,Predicted Close
AIG,2024-11-08,73.89807130750314
AIG,2024-11-11,73.8837663686545
AIG,2024-11-12,73.86964956337124
AIG,2024-11-13,73.85571326732855
AIG,2024-11-14,73.84194962992615
AIG,2024-11-15,73.82835058689572
AIG,2024-11-18,73.81490787296599
AIG,2024-11-19,73.80161303457139
AIG,2024-11-20,73.78845744259013
AIG,2024-11-21,73.77543230509825
AIG,2024-11-22,73.7625286801256
AIG,2024-11-25,73.74973748840041
AIG,2024-11-26,73.73704952606919
AIG,2024-11-27,73.72445547737861
AIG,2024-11-28,73.71194592730662
AIG,2024-11-29,73.69951137412984
AIG,2024-12-02,73.68714224191508
AIG,2024-12-03,73.67482889292232
AIG,2024-12-04,73.66256163990742
AIG,2024-12-05,73.65033075831262
AIG,2024-12-06,73.63812649833358
AIG,2024-12-09,73.62593909685151
AIG,2024-12-10,73.61375878921969
AIG,2024-12-11,73.6015758208936
AIG,2024-12-12,73.58938045889451
AIG,2024-12-13,73.5771630030965
AIG,2024-12-16,73.56491379732724
AIG,2024-12-17,73.55262324027326
AIG,2024-12-18,73.5402817961807
AIG,2024-12-19,73.5278800053428
