Date,Predicted Close,Symbol
2024-11-09,309.20935616849397,SNA
2024-11-10,309.636487427451,SNA
2024-11-11,318.41846187918196,SNA
2024-11-12,318.6134267731894,SNA
2024-11-13,318.85892412817054,SNA
2024-11-14,319.3695436628184,SNA
2024-11-15,320.6024472350133,SNA
2024-11-16,312.19930625010505,SNA
2024-11-17,312.6264375090586,SNA
2024-11-18,321.4084119607849,SNA
2024-11-19,321.6033768547877,SNA
2024-11-20,321.8488742097674,SNA
2024-11-21,322.35949374442083,SNA
2024-11-22,323.59239731660426,SNA
2024-11-23,315.18925633170716,SNA
2024-11-24,315.6163875906662,SNA
2024-11-25,324.39836204238776,SNA
2024-11-26,324.5933269363814,SNA
2024-11-27,324.83882429136366,SNA
2024-11-28,325.34944382601725,SNA
2024-11-29,326.5823473981952,SNA
2024-11-30,318.179206413293,SNA
2024-12-01,318.6063376722653,SNA
2024-12-02,327.38831212396576,SNA
2024-12-03,327.5832770179752,SNA
2024-12-04,327.82877437296145,SNA
2024-12-05,328.33939390760827,SNA
2024-12-06,329.57229747979227,SNA
2024-12-07,321.169156494887,SNA
2024-12-08,321.59628775384914,SNA
