Date,Predicted Close,Symbol
2024-11-09,1107.2135277701236,GWW
2024-11-10,1108.7872717357027,GWW
2024-11-11,1115.3694945655711,GWW
2024-11-12,1114.163804980316,GWW
2024-11-13,1115.832086737164,GWW
2024-11-14,1118.012874770413,GWW
2024-11-15,1122.850022310436,GWW
2024-11-16,1118.2297732950071,GWW
2024-11-17,1119.803517260589,GWW
2024-11-18,1126.385740090451,GWW
2024-11-19,1125.1800505051935,GWW
2024-11-20,1126.8483322620411,GWW
2024-11-21,1129.029120295296,GWW
2024-11-22,1133.8662678353085,GWW
2024-11-23,1129.2460188198916,GWW
2024-11-24,1130.8197627854752,GWW
2024-11-25,1137.4019856153313,GWW
2024-11-26,1136.1962960300662,GWW
2024-11-27,1137.8645777869147,GWW
2024-11-28,1140.045365820173,GWW
2024-11-29,1144.882513360181,GWW
2024-11-30,1140.2622643447576,GWW
2024-12-01,1141.836008310352,GWW
2024-12-02,1148.4182311402008,GWW
2024-12-03,1147.2125415549383,GWW
2024-12-04,1148.880823311793,GWW
2024-12-05,1151.0616113450392,GWW
2024-12-06,1155.8987588850605,GWW
2024-12-07,1151.278509869633,GWW
2024-12-08,1152.8522538352238,GWW
